metrosegment,year,logcaputil,demandvolatility,segment,logwage,logrent,logelecprice,logpipc,logempllh,ur,logllhsqmile,logllhshare,logpi,logpipc5yr,logempllh5yr,logpi5yr,instrument1_imt,empinstrument
16,2006,-0.409322679493828,0.156721555251886,7,9.89292086915961,7.02286808608264,2.08193842187842,10.532602750313,5.19554608851209,3.55,2.51639617318766,-2.34817736874281,18.8049803412604,-7.88730911428743,0.16843613876645,0.385065650651988,0.0382537321320949,0.0191843145952649
17,2006,-0.284228376754195,0.0865683256774815,2,9.61238489786942,6.98100574072173,2.08193842187842,10.4309932865533,3.7035627910245,3.95833333333333,1.48584954726096,-2.23318154388325,17.2778685432691,-6.48640456811809,0.060727275411967,0.360478690469694,0.0232692192726538,0.0177463554585032
18,2006,-0.264706234749368,0.0908151556209842,3,9.61238489786942,6.98100574072173,2.08193842187842,10.4309932865533,3.7035627910245,3.95833333333333,1.48584954726096,-2.23318154388325,17.2778685432691,-6.48640456811809,0.060727275411967,0.360478690469694,0.0179995596845395,0.0177463554585032
19,2006,-0.377642061053876,0.145538864871685,4,9.61238489786942,6.98100574072173,2.08193842187842,10.4309932865533,3.7035627910245,3.95833333333333,1.48584954726096,-2.23318154388325,17.2778685432691,-6.48640456811809,0.060727275411967,0.360478690469694,0.0184535941517257,0.0177463554585032
20,2006,-0.432192892919124,0.154136542512395,5,9.61238489786942,6.98100574072173,2.08193842187842,10.4309932865533,3.7035627910245,3.95833333333333,1.48584954726096,-2.23318154388325,17.2778685432691,-6.48640456811809,0.060727275411967,0.360478690469694,0.0106411110880398,0.0177463554585032
21,2006,-0.448574510462127,0.116223881688942,6,9.61238489786942,6.98100574072173,2.08193842187842,10.4309932865533,3.7035627910245,3.95833333333333,1.48584954726096,-2.23318154388325,17.2778685432691,-6.48640456811809,0.060727275411967,0.360478690469694,0.0166870202703432,0.0177463554585032
22,2006,-0.427340268126415,0.152738066859717,7,9.61238489786942,6.98100574072173,2.08193842187842,10.4309932865533,3.7035627910245,3.95833333333333,1.48584954726096,-2.23318154388325,17.2778685432691,-6.48640456811809,0.060727275411967,0.360478690469694,0.0317940896478093,0.0177463554585032
23,2006,-0.330934209572887,0.12124847435591,3,9.47307432394415,6.66818855085979,1.94017947434633,10.4853120344518,3.32383626050469,4.71666666666667,1.91521794350668,-2.50785069424423,16.9801511652294,-6.20777333194511,0.118383455968627,0.287078488038265,0.0195205641253931,0.0264508420926294
24,2006,-0.464225465295732,0.140256599609586,4,9.47307432394415,6.66818855085979,1.94017947434633,10.4853120344518,3.32383626050469,4.71666666666667,1.91521794350668,-2.50785069424423,16.9801511652294,-6.20777333194511,0.118383455968627,0.287078488038265,0.0200036229559109,0.0264508420926294
25,2006,-0.543547007860309,0.184650622868182,5,9.47307432394415,6.66818855085979,1.94017947434633,10.4853120344518,3.32383626050469,4.71666666666667,1.91521794350668,-2.50785069424423,16.9801511652294,-6.20777333194511,0.118383455968627,0.287078488038265,0.0115427220948803,0.0264508420926294
26,2006,-0.580797183406663,0.131061158620606,6,9.47307432394415,6.66818855085979,1.94017947434633,10.4853120344518,3.32383626050469,4.71666666666667,1.91521794350668,-2.50785069424423,16.9801511652294,-6.20777333194511,0.118383455968627,0.287078488038265,0.0180916370487338,0.0264508420926294
27,2006,-0.453251878899728,0.155214925958813,1,9.90135817812427,7.59689443814454,2.55722731136763,10.8351593864486,5.13329530683214,3.39166666666667,5.36977742258553,-2.19599526043565,18.8186864732753,-7.70239025565042,0.0943425415763732,0.281129086538741,0.00551198781541013,0.0227780252441496
28,2006,-0.338417714426067,0.091813040842405,2,9.90135817812427,7.59689443814454,2.55722731136763,10.8351593864486,5.13329530683214,3.39166666666667,5.36977742258553,-2.19599526043565,18.8186864732753,-7.70239025565042,0.0943425415763732,0.281129086538741,0.0182248254508627,0.0227780252441496
29,2006,-0.258269922264459,0.0782983721491566,3,9.90135817812427,7.59689443814454,2.55722731136763,10.8351593864486,5.13329530683214,3.39166666666667,5.36977742258553,-2.19599526043565,18.8186864732753,-7.70239025565042,0.0943425415763732,0.281129086538741,0.0140934176415741,0.0227780252441496
30,2006,-0.323318732376754,0.118416202096307,4,9.90135817812427,7.59689443814454,2.55722731136763,10.8351593864486,5.13329530683214,3.39166666666667,5.36977742258553,-2.19599526043565,18.8186864732753,-7.70239025565042,0.0943425415763732,0.281129086538741,0.0144844971777922,0.0227780252441496
31,2006,-0.373043787473905,0.118337291024518,5,9.90135817812427,7.59689443814454,2.55722731136763,10.8351593864486,5.13329530683214,3.39166666666667,5.36977742258553,-2.19599526043565,18.8186864732753,-7.70239025565042,0.0943425415763732,0.281129086538741,0.00834319761176003,0.0227780252441496
32,2006,-0.325814576693894,0.10225815169493,6,9.90135817812427,7.59689443814454,2.55722731136763,10.8351593864486,5.13329530683214,3.39166666666667,5.36977742258553,-2.19599526043565,18.8186864732753,-7.70239025565042,0.0943425415763732,0.281129086538741,0.0131028889144102,0.0227780252441496
33,2006,-0.31975786936076,0.0929451930577787,7,9.90135817812427,7.59689443814454,2.55722731136763,10.8351593864486,5.13329530683214,3.39166666666667,5.36977742258553,-2.19599526043565,18.8186864732753,-7.70239025565042,0.0943425415763732,0.281129086538741,0.0249416167611031,0.0227780252441496
34,2006,-0.286765258474655,0.0869721307728424,1,10.317338947315,7.37588214821501,2.55722731136763,10.5833215040339,5.96244330868645,4.79166666666667,4.5610386847622,-2.37869663894859,19.767103260579,-8.94629863540121,0.108805078485868,0.237490529686305,0.00432484187873104,0.018350907626694
35,2006,-0.273975329351158,0.0814202996969755,2,10.317338947315,7.37588214821501,2.55722731136763,10.5833215040339,5.96244330868645,4.79166666666667,4.5610386847622,-2.37869663894859,19.767103260579,-8.94629863540121,0.108805078485868,0.237490529686305,0.014275937581532,0.018350907626694
36,2006,-0.225953415754956,0.0650742598829069,3,10.317338947315,7.37588214821501,2.55722731136763,10.5833215040339,5.96244330868645,4.79166666666667,4.5610386847622,-2.37869663894859,19.767103260579,-8.94629863540121,0.108805078485868,0.237490529686305,0.011086635265783,0.018350907626694
37,2006,-0.254384953919556,0.0818673676441896,4,10.317338947315,7.37588214821501,2.55722731136763,10.5833215040339,5.96244330868645,4.79166666666667,4.5610386847622,-2.37869663894859,19.767103260579,-8.94629863540121,0.108805078485868,0.237490529686305,0.0114033035808551,0.018350907626694
38,2006,-0.367661202327718,0.079666856232434,5,10.317338947315,7.37588214821501,2.55722731136763,10.5833215040339,5.96244330868645,4.79166666666667,4.5610386847622,-2.37869663894859,19.767103260579,-8.94629863540121,0.108805078485868,0.237490529686305,0.0065620575818409,0.018350907626694
39,2006,-0.298322964558034,0.0686886996238304,6,10.317338947315,7.37588214821501,2.55722731136763,10.5833215040339,5.96244330868645,4.79166666666667,4.5610386847622,-2.37869663894859,19.767103260579,-8.94629863540121,0.108805078485868,0.237490529686305,0.0102939612717409,0.018350907626694
40,2006,-0.306052790567104,0.0740778041254789,7,10.317338947315,7.37588214821501,2.55722731136763,10.5833215040339,5.96244330868645,4.79166666666667,4.5610386847622,-2.37869663894859,19.767103260579,-8.94629863540121,0.108805078485868,0.237490529686305,0.0194949811130427,0.018350907626694
41,2006,-0.402943723648154,0.110432274461929,2,9.94531819522686,7.42595365707754,2.55722731136763,10.8415593454719,4.44939318441625,4.35833333333333,4.07267054517374,-2.51246352577731,18.6434801320492,-7.60741005726612,0.0943952221302871,0.194503674478121,0.0186388123296762,0.0240997333715968
42,2006,-0.374794134732366,0.102061821582899,3,9.94531819522686,7.42595365707754,2.55722731136763,10.8415593454719,4.44939318441625,4.35833333333333,4.07267054517374,-2.51246352577731,18.6434801320492,-7.60741005726612,0.0943952221302871,0.194503674478121,0.0143828614497355,0.0240997333715968
43,2006,-0.44925543424217,0.123890574727417,4,9.94531819522686,7.42595365707754,2.55722731136763,10.8415593454719,4.44939318441625,4.35833333333333,4.07267054517374,-2.51246352577731,18.6434801320492,-7.60741005726612,0.0943952221302871,0.194503674478121,0.0147850171103742,0.0240997333715968
44,2006,-0.426065831277746,0.113260822321052,5,9.94531819522686,7.42595365707754,2.55722731136763,10.8415593454719,4.44939318441625,4.35833333333333,4.07267054517374,-2.51246352577731,18.6434801320492,-7.60741005726612,0.0943952221302871,0.194503674478121,0.00852427847754366,0.0240997333715968
45,2006,-0.454630428214932,0.0820057548435401,6,9.94531819522686,7.42595365707754,2.55722731136763,10.8415593454719,4.44939318441625,4.35833333333333,4.07267054517374,-2.51246352577731,18.6434801320492,-7.60741005726612,0.0943952221302871,0.194503674478121,0.0133541432793434,0.0240997333715968
46,2006,-0.482877968766273,0.0914918282626017,7,9.94531819522686,7.42595365707754,2.55722731136763,10.8415593454719,4.44939318441625,4.35833333333333,4.07267054517374,-2.51246352577731,18.6434801320492,-7.60741005726612,0.0943952221302871,0.194503674478121,0.0254708748363598,0.0240997333715968
47,2006,-0.405382117751682,0.139134086488298,2,9.708186281152,7.16549347506085,2.55722731136763,10.2967788597126,4.85274615344289,4.925,1.5473293955598,-2.30354098235274,18.5874468902422,-7.9502132775081,0.203798345108907,0.340474217885944,0.0153229085199166,0.0145809895159419
48,2006,-0.345122624494142,0.0637865044773075,3,9.708186281152,7.16549347506085,2.55722731136763,10.2967788597126,4.85274615344289,4.925,1.5473293955598,-2.30354098235274,18.5874468902422,-7.9502132775081,0.203798345108907,0.340474217885944,0.0118617731914213,0.0145809895159419
49,2006,-0.398000708437166,0.0590689663565591,4,9.708186281152,7.16549347506085,2.55722731136763,10.2967788597126,4.85274615344289,4.925,1.5473293955598,-2.30354098235274,18.5874468902422,-7.9502132775081,0.203798345108907,0.340474217885944,0.0121489674462284,0.0145809895159419
50,2006,-0.493119550951897,0.0736318554922561,5,9.708186281152,7.16549347506085,2.55722731136763,10.2967788597126,4.85274615344289,4.925,1.5473293955598,-2.30354098235274,18.5874468902422,-7.9502132775081,0.203798345108907,0.340474217885944,0.00700004311914368,0.0145809895159419
51,2006,-0.41780633239767,0.0653787087613425,6,9.708186281152,7.16549347506085,2.55722731136763,10.2967788597126,4.85274615344289,4.925,1.5473293955598,-2.30354098235274,18.5874468902422,-7.9502132775081,0.203798345108907,0.340474217885944,0.0109649468957841,0.0145809895159419
52,2006,-0.425411426195401,0.0864625027722282,7,9.708186281152,7.16549347506085,2.55722731136763,10.2967788597126,4.85274615344289,4.925,1.5473293955598,-2.30354098235274,18.5874468902422,-7.9502132775081,0.203798345108907,0.340474217885944,0.0208843147222139,0.0145809895159419
53,2006,-0.295959888169665,0.149872562739377,2,9.68867542629486,7.22520316598059,2.55722731136763,10.5923756761757,4.44607675531334,4.68333333333333,2.8179937480104,-2.36924337366936,18.2218177569337,-7.2444116879292,0.166175135439141,0.294755236887578,0.0217042354011384,0.0140360679916294
54,2006,-0.289042614272189,0.10295752998704,3,9.68867542629486,7.22520316598059,2.55722731136763,10.5923756761757,4.44607675531334,4.68333333333333,2.8179937480104,-2.36924337366936,18.2218177569337,-7.2444116879292,0.166175135439141,0.294755236887578,0.0167737134374848,0.0140360679916294
55,2006,-0.400745549150663,0.110305016793256,4,9.68867542629486,7.22520316598059,2.55722731136763,10.5923756761757,4.44607675531334,4.68333333333333,2.8179937480104,-2.36924337366936,18.2218177569337,-7.2444116879292,0.166175135439141,0.294755236887578,0.0172105254107833,0.0140360679916294
56,2006,-0.514718048894414,0.10994760227823,5,9.68867542629486,7.22520316598059,2.55722731136763,10.5923756761757,4.44607675531334,4.68333333333333,2.8179937480104,-2.36924337366936,18.2218177569337,-7.2444116879292,0.166175135439141,0.294755236887578,0.009912813549427,0.0140360679916294
57,2006,-0.544400462460396,0.0920637523451917,6,9.68867542629486,7.22520316598059,2.55722731136763,10.5923756761757,4.44607675531334,4.68333333333333,2.8179937480104,-2.36924337366936,18.2218177569337,-7.2444116879292,0.166175135439141,0.294755236887578,0.0155558267150557,0.0140360679916294
58,2006,-0.56809324325198,0.151835244402889,7,9.68867542629486,7.22520316598059,2.55722731136763,10.5923756761757,4.44607675531334,4.68333333333333,2.8179937480104,-2.36924337366936,18.2218177569337,-7.2444116879292,0.166175135439141,0.294755236887578,0.0296203958844041,0.0140360679916294
59,2006,-0.322047167944915,0.120737885878131,1,9.9196651148377,7.32251043399739,2.55722731136763,10.697972167002,5.05278973385029,3.975,3.61772901836823,-2.12618789654494,18.6866122766077,-7.72942430691001,0.174036399789919,0.259209943235927,0.00764274341491131,0.035055359795079
60,2006,-0.258927307823613,0.132446014361269,2,9.9196651148377,7.32251043399739,2.55722731136763,10.697972167002,5.05278973385029,3.975,3.61772901836823,-2.12618789654494,18.6866122766077,-7.72942430691001,0.174036399789919,0.259209943235927,0.0254420073528016,0.035055359795079
61,2006,-0.268332120812538,0.112777546341393,3,9.9196651148377,7.32251043399739,2.55722731136763,10.697972167002,5.05278973385029,3.975,3.61772901836823,-2.12618789654494,18.6866122766077,-7.72942430691001,0.174036399789919,0.259209943235927,0.0197100586992519,0.035055359795079
62,2006,-0.271230235280432,0.12261137281774,4,9.9196651148377,7.32251043399739,2.55722731136763,10.697972167002,5.05278973385029,3.975,3.61772901836823,-2.12618789654494,18.6866122766077,-7.72942430691001,0.174036399789919,0.259209943235927,0.0201996523407544,0.035055359795079
63,2006,-0.371552949152441,0.177161426250802,5,9.9196651148377,7.32251043399739,2.55722731136763,10.697972167002,5.05278973385029,3.975,3.61772901836823,-2.12618789654494,18.6866122766077,-7.72942430691001,0.174036399789919,0.259209943235927,0.011632925877045,0.035055359795079
64,2006,-0.381955302943964,0.145794406183421,6,9.9196651148377,7.32251043399739,2.55722731136763,10.697972167002,5.05278973385029,3.975,3.61772901836823,-2.12618789654494,18.6866122766077,-7.72942430691001,0.174036399789919,0.259209943235927,0.0182668768848918,0.035055359795079
65,2006,-0.327826529269536,0.132510436674749,7,9.9196651148377,7.32251043399739,2.55722731136763,10.697972167002,5.05278973385029,3.975,3.61772901836823,-2.12618789654494,18.6866122766077,-7.72942430691001,0.174036399789919,0.259209943235927,0.0347256445385727,0.035055359795079
66,2006,-0.317799337832403,0.140300843602681,1,10.1693873232827,7.62608275807238,2.55722731136763,11.1400630654061,4.78700551348062,3.88333333333333,4.77152594263224,-2.10070010769581,18.4254465992013,-7.1148435278072,0.0255440831661646,0.170546935072132,0.00751484474442624,0.0261059198430209
67,2006,-0.278735571317418,0.114908699681761,2,10.1693873232827,7.62608275807238,2.55722731136763,11.1400630654061,4.78700551348062,3.88333333333333,4.77152594263224,-2.10070010769581,18.4254465992013,-7.1148435278072,0.0255440831661646,0.170546935072132,0.0250869828348441,0.0261059198430209
68,2006,-0.263748850409774,0.109653605432477,3,10.1693873232827,7.62608275807238,2.55722731136763,11.1400630654061,4.78700551348062,3.88333333333333,4.77152594263224,-2.10070010769581,18.4254465992013,-7.1148435278072,0.0255440831661646,0.170546935072132,0.0195234121380311,0.0261059198430209
69,2006,-0.310989034724862,0.154626301998726,4,10.1693873232827,7.62608275807238,2.55722731136763,11.1400630654061,4.78700551348062,3.88333333333333,4.77152594263224,-2.10070010769581,18.4254465992013,-7.1148435278072,0.0255440831661646,0.170546935072132,0.0200353050003477,0.0261059198430209
70,2006,-0.344742190335683,0.150179402192797,5,10.1693873232827,7.62608275807238,2.55722731136763,11.1400630654061,4.78700551348062,3.88333333333333,4.77152594263224,-2.10070010769581,18.4254465992013,-7.1148435278072,0.0255440831661646,0.170546935072132,0.0115626529703119,0.0261059198430209
71,2006,-0.40243629780916,0.150121540927254,6,10.1693873232827,7.62608275807238,2.55722731136763,11.1400630654061,4.78700551348062,3.88333333333333,4.77152594263224,-2.10070010769581,18.4254465992013,-7.1148435278072,0.0255440831661646,0.170546935072132,0.0181460763483089,0.0261059198430209
72,2006,-0.364036992016195,0.159276844795385,7,10.1693873232827,7.62608275807238,2.55722731136763,11.1400630654061,4.78700551348062,3.88333333333333,4.77152594263224,-2.10070010769581,18.4254465992013,-7.1148435278072,0.0255440831661646,0.170546935072132,0.0344277721310093,0.0261059198430209
73,2006,-0.343334191816476,0.126600922447224,2,9.93339671066982,7.5119095074112,2.55722731136763,10.914098837821,4.45744327395864,4.696937038378,3.31800899077027,-2.44444482674545,18.5134513289868,-7.46756190901728,0.0099995979091192,0.131798180036185,0.0183177010286925,0.0331289122828705
74,2006,-0.309625657624945,0.0973886561673164,3,9.93339671066982,7.5119095074112,2.55722731136763,10.914098837821,4.45744327395864,4.696937038378,3.31800899077027,-2.44444482674545,18.5134513289868,-7.46756190901728,0.0099995979091192,0.131798180036185,0.0141606579843892,0.0331289122828705
75,2006,-0.397429037421694,0.0856212487099485,4,9.93339671066982,7.5119095074112,2.55722731136763,10.914098837821,4.45744327395864,4.696937038378,3.31800899077027,-2.44444482674545,18.5134513289868,-7.46756190901728,0.0099995979091192,0.131798180036185,0.0145433163681135,0.0331289122828705
76,2006,-0.538012036897831,0.123120790285926,5,9.93339671066982,7.5119095074112,2.55722731136763,10.914098837821,4.45744327395864,4.696937038378,3.31800899077027,-2.44444482674545,18.5134513289868,-7.46756190901728,0.0099995979091192,0.131798180036185,0.00838901445089273,0.0331289122828705
77,2006,-0.415701861131461,0.080349927867625,6,9.93339671066982,7.5119095074112,2.55722731136763,10.914098837821,4.45744327395864,4.696937038378,3.31800899077027,-2.44444482674545,18.5134513289868,-7.46756190901728,0.0099995979091192,0.131798180036185,0.0131440719975864,0.0331289122828705
78,2006,-0.434390089607995,0.101438749963857,7,9.93339671066982,7.5119095074112,2.55722731136763,10.914098837821,4.45744327395864,4.696937038378,3.31800899077027,-2.44444482674545,18.5134513289868,-7.46756190901728,0.0099995979091192,0.131798180036185,0.0250440488633232,0.0331289122828705
79,2006,-0.381129274264882,0.126424076556766,2,9.8879780802879,7.14045304310116,2.01490302054226,10.7243460971634,4.83037827135118,4.375,2.70723089741128,-2.272237675706,18.4967505176573,-7.57617626843355,0.0749220063522698,0.206360559913751,0.0262484374858961,0.0389380972507294
80,2006,-0.420867463407242,0.143885912194156,3,9.8879780802879,7.14045304310116,2.01490302054226,10.7243460971634,4.83037827135118,4.375,2.70723089741128,-2.272237675706,18.4967505176573,-7.57617626843355,0.0749220063522698,0.206360559913751,0.0202849174354163,0.0389380972507294
81,2006,-0.425599163569953,0.156588613421885,4,9.8879780802879,7.14045304310116,2.01490302054226,10.7243460971634,4.83037827135118,4.375,2.70723089741128,-2.272237675706,18.4967505176573,-7.57617626843355,0.0749220063522698,0.206360559913751,0.0208094991957396,0.0389380972507294
82,2006,-0.449614525706184,0.151193733569419,5,9.8879780802879,7.14045304310116,2.01490302054226,10.7243460971634,4.83037827135118,4.375,2.70723089741128,-2.272237675706,18.4967505176573,-7.57617626843355,0.0749220063522698,0.206360559913751,0.0120074383811409,0.0389380972507294
83,2006,-0.538059877878779,0.136038082942908,6,9.8879780802879,7.14045304310116,2.01490302054226,10.7243460971634,4.83037827135118,4.375,2.70723089741128,-2.272237675706,18.4967505176573,-7.57617626843355,0.0749220063522698,0.206360559913751,0.0188459496710112,0.0389380972507294
84,2006,-0.505490933330649,0.126366621523976,7,9.8879780802879,7.14045304310116,2.01490302054226,10.7243460971634,4.83037827135118,4.375,2.70723089741128,-2.272237675706,18.4967505176573,-7.57617626843355,0.0749220063522698,0.206360559913751,0.0359639542694019,0.0389380972507294
85,2006,-0.583729546807085,0.230671008112367,2,9.63232580543675,6.99341388372718,2.01490302054226,10.5040807514855,3.43774358131962,4.6,2.45062166868488,-2.11637811878217,16.9052127954526,-6.18133297738352,0.0684382774260168,0.219784068717985,0.0481826743101822,0.0501568721071466
86,2006,-0.398274164783038,0.166064483897313,3,9.63232580543675,6.99341388372718,2.01490302054226,10.5040807514855,3.43774358131962,4.6,2.45062166868488,-2.11637811878217,16.9052127954526,-6.18133297738352,0.0684382774260168,0.219784068717985,0.0372491590661715,0.0501568721071466
87,2006,-0.525984507131734,0.253918745649468,4,9.63232580543675,6.99341388372718,2.01490302054226,10.5040807514855,3.43774358131962,4.6,2.45062166868488,-2.11637811878217,16.9052127954526,-6.18133297738352,0.0684382774260168,0.219784068717985,0.0382099942139551,0.0501568721071466
88,2006,-0.706235982490419,0.347572093196384,5,9.63232580543675,6.99341388372718,2.01490302054226,10.5040807514855,3.43774358131962,4.6,2.45062166868488,-2.11637811878217,16.9052127954526,-6.18133297738352,0.0684382774260168,0.219784068717985,0.0220472252054841,0.0501568721071466
89,2006,-0.743096673483507,0.28296737548522,6,9.63232580543675,6.99341388372718,2.01490302054226,10.5040807514855,3.43774358131962,4.6,2.45062166868488,-2.11637811878217,16.9052127954526,-6.18133297738352,0.0684382774260168,0.219784068717985,0.0345566364829814,0.0501568721071466
90,2006,-0.48709138322129,0.158616916325029,2,9.74280079341235,7.01900701453533,2.64119789411437,10.7550264071806,3.68783724453549,4.58333333333333,3.27255382748999,-2.62265662558198,17.8398578158542,-6.8764257267009,0.101082805221234,0.208394412978276,0.0246262355143936,0.0400436651792322
91,2006,-0.432658680325751,0.111606252292097,3,9.74280079341235,7.01900701453533,2.64119789411437,10.7550264071806,3.68783724453549,4.58333333333333,3.27255382748999,-2.62265662558198,17.8398578158542,-6.8764257267009,0.101082805221234,0.208394412978276,0.0190336427969302,0.0400436651792322
92,2006,-0.488688740270747,0.139165064742852,4,9.74280079341235,7.01900701453533,2.64119789411437,10.7550264071806,3.68783724453549,4.58333333333333,3.27255382748999,-2.62265662558198,17.8398578158542,-6.8764257267009,0.101082805221234,0.208394412978276,0.0195359978204151,0.0400436651792322
93,2006,-0.511495141644288,0.0887130035838371,5,9.74280079341235,7.01900701453533,2.64119789411437,10.7550264071806,3.68783724453549,4.58333333333333,3.27255382748999,-2.62265662558198,17.8398578158542,-6.8764257267009,0.101082805221234,0.208394412978276,0.0112750280920579,0.0400436651792322
94,2006,-0.653607111589716,0.11047450227034,6,9.74280079341235,7.01900701453533,2.64119789411437,10.7550264071806,3.68783724453549,4.58333333333333,3.27255382748999,-2.62265662558198,17.8398578158542,-6.8764257267009,0.101082805221234,0.208394412978276,0.0176653786063038,0.0400436651792322
95,2006,-0.565938595965186,0.168805482484038,7,9.74280079341235,7.01900701453533,2.64119789411437,10.7550264071806,3.68783724453549,4.58333333333333,3.27255382748999,-2.62265662558198,17.8398578158542,-6.8764257267009,0.101082805221234,0.208394412978276,0.0336664338051406,0.0400436651792322
96,2006,-0.36856126471585,0.175658225522303,1,9.97460622920926,7.3539558696544,2.41323161308111,10.907367827563,5.5191248580647,3.1,4.0220273194783,-2.47653278475835,19.4863796511644,-8.26472033919614,0.145274939321012,0.29428868163917,0.00982579198996725,0.0376373194118017
97,2006,-0.335291355434938,0.164579458898353,2,9.97460622920926,7.3539558696544,2.41323161308111,10.907367827563,5.5191248580647,3.1,4.0220273194783,-2.47653278475835,19.4863796511644,-8.26472033919614,0.145274939321012,0.29428868163917,0.0325522268083942,0.0376373194118017
98,2006,-0.349983153062735,0.165309330766194,3,9.97460622920926,7.3539558696544,2.41323161308111,10.907367827563,5.5191248580647,3.1,4.0220273194783,-2.47653278475835,19.4863796511644,-8.26472033919614,0.145274939321012,0.29428868163917,0.0252760625315227,0.0376373194118017
99,2006,-0.344235340423846,0.164648561264621,4,9.97460622920926,7.3539558696544,2.41323161308111,10.907367827563,5.5191248580647,3.1,4.0220273194783,-2.47653278475835,19.4863796511644,-8.26472033919614,0.145274939321012,0.29428868163917,0.0258663948891525,0.0376373194118017
